PL,NAME,YEAR,TEAM,Avg. Mile,t_min,t_sec,TIME,SCORE,race,minutes,distance
1,Ceili McCabe,SR-4,West Virginia,05:06.5,19,02.6,19:02.6,1,2024_Big_12_Conference_Cross_Country_Championship,19.043333333333333,6
2,Juliet Cherubet,SO-2,Texas Tech,05:10.3,19,16.9,19:16.9,2,2024_Big_12_Conference_Cross_Country_Championship,19.281666666666666,6
3,Joy Naukot,FR-1,West Virginia,05:10.6,19,18.1,19:18.1,3,2024_Big_12_Conference_Cross_Country_Championship,19.301666666666666,6
4,Judy Chepkoech,FR-1,Arizona State,05:14.5,19,32.6,19:32.6,4,2024_Big_12_Conference_Cross_Country_Championship,19.543333333333333,6
5,Lexy Halladay-Lowry,SR-4,BYU,05:19.3,19,50.5,19:50.5,5,2024_Big_12_Conference_Cross_Country_Championship,19.841666666666665,6
6,Riley Chamberlain,JR-3,BYU,05:20.3,19,54.3,19:54.3,6,2024_Big_12_Conference_Cross_Country_Championship,19.905,6
7,Taylor Rohatinsky,SO-2,BYU,05:20.6,19,55.3,19:55.3,7,2024_Big_12_Conference_Cross_Country_Championship,19.921666666666667,6
8,Erin Vringer,SO-2,Utah,05:20.9,19,56.5,19:56.5,8,2024_Big_12_Conference_Cross_Country_Championship,19.941666666666666,6
9,Maelle Porcher,JR-3,Iowa State,05:21.4,19,58.2,19:58.2,9,2024_Big_12_Conference_Cross_Country_Championship,19.97,6
10,Carmen Alder,JR-3,BYU,05:21.5,19,58.8,19:58.8,10,2024_Big_12_Conference_Cross_Country_Championship,19.98,6
11,Mckaylie Caesar,SR-4,Utah,05:21.6,19,59.0,19:59.0,11,2024_Big_12_Conference_Cross_Country_Championship,19.983333333333334,6
12,Sarah Tait,SR-4,West Virginia,05:21.7,19,59.3,19:59.3,12,2024_Big_12_Conference_Cross_Country_Championship,19.988333333333333,6
13,Destiny Everett,SR-4,BYU,05:21.7,19,59.6,19:59.6,13,2024_Big_12_Conference_Cross_Country_Championship,19.993333333333332,6
14,Josphine Mwaura,SO-2,Oklahoma State,05:22.4,20,02.0,20:02.0,14,2024_Big_12_Conference_Cross_Country_Championship,20.033333333333335,6
15,Sivan Auerbach,SR-4,Oklahoma State,05:22.7,20,03.3,20:03.3,15,2024_Big_12_Conference_Cross_Country_Championship,20.055,6
16,Victoria Lagat,FR-1,Oklahoma State,05:23.0,20,04.2,20:04.2,16,2024_Big_12_Conference_Cross_Country_Championship,20.07,6
17,Abbey Nechanicky,FR-1,Colorado,05:23.5,20,06.2,20:06.2,17,2024_Big_12_Conference_Cross_Country_Championship,20.10333333333333,6
18,Annastasia Peters,SO-2,Utah,05:23.7,20,07.1,20:07.1,18,2024_Big_12_Conference_Cross_Country_Championship,20.118333333333332,6
19,Carlee Hansen,SR-4,BYU,05:24.1,20,08.4,20:08.4,19,2024_Big_12_Conference_Cross_Country_Championship,20.14,6
20,Madison Trippett,SR-4,West Virginia,05:24.1,20,08.6,20:08.6,20,2024_Big_12_Conference_Cross_Country_Championship,20.143333333333334,6
21,Anastasia Chepkorir,SO-2,Texas Tech,05:25.3,20,12.7,20:12.7,21,2024_Big_12_Conference_Cross_Country_Championship,20.211666666666666,6
22,Katarzyna Nowakowska,SO-2,Utah,05:25.8,20,14.9,20:14.9,22,2024_Big_12_Conference_Cross_Country_Championship,20.248333333333335,6
23,Anastaysia Davis,SR-4,BYU,05:26.6,20,17.9,20:17.9,23,2024_Big_12_Conference_Cross_Country_Championship,20.298333333333332,6
24,Taylor Lovell,JR-3,BYU,05:26.8,20,18.6,20:18.6,NA,2024_Big_12_Conference_Cross_Country_Championship,20.31,6
25,Emily Bryce,JR-3,West Virginia,05:27.4,20,20.6,20:20.6,24,2024_Big_12_Conference_Cross_Country_Championship,20.343333333333334,6
26,Ruth Kimeli,FR-1,Baylor,05:28.4,20,24.6,20:24.6,25,2024_Big_12_Conference_Cross_Country_Championship,20.41,6
27,Colleen Stegmann,SO-2,Oklahoma State,05:28.7,20,25.7,20:25.7,26,2024_Big_12_Conference_Cross_Country_Championship,20.428333333333335,6
28,Nelah Roberts,FR-1,BYU,05:29.3,20,27.9,20:27.9,NA,2024_Big_12_Conference_Cross_Country_Championship,20.465,6
29,Morgan Jensen,SR-4,Utah,05:29.8,20,29.8,20:29.8,27,2024_Big_12_Conference_Cross_Country_Championship,20.496666666666666,6
30,Claire Curtsinger,JR-3,Cincinnati,05:30.5,20,32.3,20:32.3,28,2024_Big_12_Conference_Cross_Country_Championship,20.538333333333334,6
31,Jessie Secor,SO-2,Colorado,05:31.1,20,34.5,20:34.5,29,2024_Big_12_Conference_Cross_Country_Championship,20.575,6
32,Katja Bauerle,SR-4,Colorado,05:31.7,20,36.6,20:36.6,30,2024_Big_12_Conference_Cross_Country_Championship,20.61,6
33,Sheilah Bii,FR-1,Texas Tech,05:32.0,20,37.8,20:37.8,31,2024_Big_12_Conference_Cross_Country_Championship,20.63,6
34,Jinane Mahi,SO-2,Oklahoma State,05:32.0,20,38.0,20:38.0,32,2024_Big_12_Conference_Cross_Country_Championship,20.633333333333333,6
35,Dorcas Kiptanui,FR-1,Kansas,05:32.1,20,38.2,20:38.2,33,2024_Big_12_Conference_Cross_Country_Championship,20.636666666666667,6
36,Jenna Hutchins,SO-2,BYU,05:32.3,20,39.2,20:39.2,NA,2024_Big_12_Conference_Cross_Country_Championship,20.653333333333332,6
37,Evaline Chepkoech,FR-1,Arizona State,05:33.4,20,43.1,20:43.1,34,2024_Big_12_Conference_Cross_Country_Championship,20.718333333333334,6
38,Cameron McConnell,SO-2,Oklahoma State,05:35.0,20,49.1,20:49.1,35,2024_Big_12_Conference_Cross_Country_Championship,20.818333333333335,6
39,Kenadi Krueger,SR-4,Kansas,05:35.3,20,50.3,20:50.3,36,2024_Big_12_Conference_Cross_Country_Championship,20.838333333333335,6
40,Bella Heikes,SR-4,Iowa State,05:35.6,20,51.2,20:51.2,37,2024_Big_12_Conference_Cross_Country_Championship,20.85333333333333,6
41,Riley Beach,JR-3,Iowa State,05:35.7,20,51.7,20:51.7,38,2024_Big_12_Conference_Cross_Country_Championship,20.861666666666668,6
42,Lauren Ping,FR-1,Oklahoma State,05:36.3,20,53.8,20:53.8,39,2024_Big_12_Conference_Cross_Country_Championship,20.89666666666667,6
43,Lilly Lavier,JR-3,Oklahoma State,05:36.9,20,56.3,20:56.3,NA,2024_Big_12_Conference_Cross_Country_Championship,20.938333333333333,6
44,Madi Surber,SO-2,Oklahoma State,05:38.1,21,00.7,21:00.7,NA,2024_Big_12_Conference_Cross_Country_Championship,21.011666666666667,6
45,Marika Couture,FR-1,Utah,05:38.3,21,01.5,21:01.5,40,2024_Big_12_Conference_Cross_Country_Championship,21.025,6
46,Natalie Cook,SO-2,Colorado,05:39.0,21,04.2,21:04.2,41,2024_Big_12_Conference_Cross_Country_Championship,21.07,6
47,Ruby Hughes,FR-1,Iowa State,05:39.7,21,06.5,21:06.5,42,2024_Big_12_Conference_Cross_Country_Championship,21.108333333333334,6
48,Lily Mather,JR-3,Texas Tech,05:40.2,21,08.4,21:08.4,43,2024_Big_12_Conference_Cross_Country_Championship,21.14,6
49,Tabitha Ngao,SO-2,TCU,05:40.4,21,09.1,21:09.1,44,2024_Big_12_Conference_Cross_Country_Championship,21.151666666666667,6
50,Sheridan Wheeler,SO-2,Iowa State,05:40.6,21,10.0,21:10.0,45,2024_Big_12_Conference_Cross_Country_Championship,21.166666666666668,6
51,Christine Jerono,FR-1,Kansas State,05:40.8,21,10.7,21:10.7,46,2024_Big_12_Conference_Cross_Country_Championship,21.178333333333335,6
52,Taylor Briggs,SR-4,Iowa State,05:40.9,21,10.9,21:10.9,47,2024_Big_12_Conference_Cross_Country_Championship,21.18166666666667,6
53,Caroline Mehlhorn,FR-1,Colorado,05:41.3,21,12.6,21:12.6,48,2024_Big_12_Conference_Cross_Country_Championship,21.21,6
54,Lindsey Peters,JR-3,Utah,05:41.6,21,13.8,21:13.8,49,2024_Big_12_Conference_Cross_Country_Championship,21.23,6
55,Grace Ping,SO-2,Oklahoma State,05:41.7,21,14.2,21:14.2,NA,2024_Big_12_Conference_Cross_Country_Championship,21.236666666666668,6
56,Emily Chaston,SR-4,Utah,05:41.7,21,14.2,21:14.2,NA,2024_Big_12_Conference_Cross_Country_Championship,21.236666666666668,6
57,Emmaculate Jemutai,FR-1,Kansas,05:43.6,21,21.3,21:21.3,50,2024_Big_12_Conference_Cross_Country_Championship,21.355,6
58,Grace Meyer,JR-3,Kansas State,05:43.8,21,21.7,21:21.7,51,2024_Big_12_Conference_Cross_Country_Championship,21.361666666666668,6
59,Tecla Lokrale,SO-2,West Virginia,05:43.9,21,22.3,21:22.3,52,2024_Big_12_Conference_Cross_Country_Championship,21.371666666666666,6
60,Grace Moroney,SO-2,Utah,05:44.9,21,26.1,21:26.1,NA,2024_Big_12_Conference_Cross_Country_Championship,21.435,6
61,Kiki Connell,SR-4,Iowa State,05:45.2,21,27.0,21:27.0,53,2024_Big_12_Conference_Cross_Country_Championship,21.45,6
62,Aspen Fulbright,JR-3,Iowa State,05:45.3,21,27.4,21:27.4,NA,2024_Big_12_Conference_Cross_Country_Championship,21.456666666666667,6
63,Tori Wingrove,JR-3,Kansas,05:45.8,21,29.3,21:29.3,54,2024_Big_12_Conference_Cross_Country_Championship,21.488333333333333,6
64,Elliot Pribramsky,SO-2,Colorado,05:45.9,21,29.8,21:29.8,55,2024_Big_12_Conference_Cross_Country_Championship,21.496666666666666,6
65,Becca Heitzig,FR-1,Iowa State,05:46.9,21,33.4,21:33.4,NA,2024_Big_12_Conference_Cross_Country_Championship,21.556666666666665,6
66,Sona Kourilova,JR-3,Utah,05:47.9,21,37.1,21:37.1,NA,2024_Big_12_Conference_Cross_Country_Championship,21.618333333333332,6
67,Alexis Lamb,SO-2,West Virginia,05:48.3,21,38.6,21:38.6,56,2024_Big_12_Conference_Cross_Country_Championship,21.643333333333334,6
68,Ashlyn Keeney,JR-3,Iowa State,05:49.0,21,41.1,21:41.1,NA,2024_Big_12_Conference_Cross_Country_Championship,21.685,6
69,Delaney Fitzgerald,SO-2,Kansas,05:49.0,21,41.3,21:41.3,57,2024_Big_12_Conference_Cross_Country_Championship,21.688333333333333,6
70,Taytum Goodman,FR-1,Texas Tech,05:49.8,21,44.2,21:44.2,58,2024_Big_12_Conference_Cross_Country_Championship,21.736666666666668,6
71,Gwen Stare,JR-3,Cincinnati,05:50.4,21,46.3,21:46.3,59,2024_Big_12_Conference_Cross_Country_Championship,21.77166666666667,6
72,Cadence Patterson,FR-1,Houston,05:51.5,21,50.6,21:50.6,60,2024_Big_12_Conference_Cross_Country_Championship,21.843333333333334,6
73,Louise Lounes,JR-3,Colorado,05:52.0,21,52.6,21:52.6,61,2024_Big_12_Conference_Cross_Country_Championship,21.876666666666665,6
74,Mia Chavez,JR-3,Arizona State,05:52.0,21,52.6,21:52.6,62,2024_Big_12_Conference_Cross_Country_Championship,21.876666666666665,6
75,Penelope Sosa,JR-3,UCF,05:52.1,21,52.9,21:52.9,63,2024_Big_12_Conference_Cross_Country_Championship,21.881666666666668,6
76,Hannah Spears,JR-3,Texas Tech,05:52.7,21,54.9,21:54.9,64,2024_Big_12_Conference_Cross_Country_Championship,21.915,6
77,Taylor Limbaugh,SR-4,Texas Tech,05:52.7,21,55.0,21:55.0,65,2024_Big_12_Conference_Cross_Country_Championship,21.916666666666668,6
78,Avery Latto,FR-1,UCF,05:53.1,21,56.4,21:56.4,66,2024_Big_12_Conference_Cross_Country_Championship,21.94,6
79,Jocey Willis,SO-2,Cincinnati,05:54.0,22,00.1,22:00.1,67,2024_Big_12_Conference_Cross_Country_Championship,22.001666666666665,6
80,Whitney Valenti,JR-3,Colorado,05:55.1,22,04.0,22:04.0,NA,2024_Big_12_Conference_Cross_Country_Championship,22.066666666666666,6
81,Mckenzie Bailey,SO-2,TCU,05:55.2,22,04.5,22:04.5,68,2024_Big_12_Conference_Cross_Country_Championship,22.075,6
82,Mary Delaney,FR-1,West Virginia,05:55.3,22,04.7,22:04.7,NA,2024_Big_12_Conference_Cross_Country_Championship,22.078333333333333,6
83,Kaitlyn Swartz,FR-1,Kansas,05:55.4,22,05.0,22:05.0,69,2024_Big_12_Conference_Cross_Country_Championship,22.083333333333332,6
84,Emma Hadley,FR-1,Colorado,05:55.7,22,06.1,22:06.1,NA,2024_Big_12_Conference_Cross_Country_Championship,22.101666666666667,6
85,Kendall Hughes,JR-3,UCF,05:56.0,22,07.3,22:07.3,70,2024_Big_12_Conference_Cross_Country_Championship,22.121666666666666,6
86,Gracie Jacobs,FR-1,Kansas State,05:57.2,22,12.0,22:12.0,71,2024_Big_12_Conference_Cross_Country_Championship,22.2,6
87,Abby Clements,SO-2,UCF,05:57.4,22,12.4,22:12.4,72,2024_Big_12_Conference_Cross_Country_Championship,22.206666666666667,6
88,Jenna Carter,SO-2,Texas Tech,05:58.8,22,17.7,22:17.7,NA,2024_Big_12_Conference_Cross_Country_Championship,22.295,6
89,Alexia (Lex) Escalera Mack,FR-1,Texas Tech,05:59.4,22,20.1,22:20.1,NA,2024_Big_12_Conference_Cross_Country_Championship,22.335,6
90,Ella Perry,FR-1,Baylor,05:59.6,22,20.9,22:20.9,73,2024_Big_12_Conference_Cross_Country_Championship,22.348333333333333,6
91,Cecilia Fisher,JR-3,Kansas State,06:00.0,22,22.2,22:22.2,74,2024_Big_12_Conference_Cross_Country_Championship,22.37,6
92,Emily Pharris,FR-1,Houston,06:00.3,22,23.3,22:23.3,75,2024_Big_12_Conference_Cross_Country_Championship,22.388333333333332,6
93,Christina Allen,FR-1,Cincinnati,06:00.6,22,24.7,22:24.7,76,2024_Big_12_Conference_Cross_Country_Championship,22.411666666666665,6
94,Paige Baker,SO-2,Kansas State,06:01.2,22,26.8,22:26.8,77,2024_Big_12_Conference_Cross_Country_Championship,22.446666666666665,6
95,Jackie Addy,SR-4,Baylor,06:01.5,22,27.9,22:27.9,78,2024_Big_12_Conference_Cross_Country_Championship,22.465,6
96,Paige Jaszczak,JR-3,UCF,06:02.0,22,29.8,22:29.8,79,2024_Big_12_Conference_Cross_Country_Championship,22.496666666666666,6
97,Olivia Andrews,SO-2,TCU,06:02.1,22,30.1,22:30.1,80,2024_Big_12_Conference_Cross_Country_Championship,22.501666666666665,6
98,Riley Jaszczak,JR-3,UCF,06:02.5,22,31.7,22:31.7,81,2024_Big_12_Conference_Cross_Country_Championship,22.528333333333332,6
99,Bree Newport,FR-1,Kansas State,06:02.6,22,32.1,22:32.1,82,2024_Big_12_Conference_Cross_Country_Championship,22.535,6
100,Liliana Campos,FR-1,Houston,06:02.8,22,32.7,22:32.7,83,2024_Big_12_Conference_Cross_Country_Championship,22.545,6
101,Eva Rinker,SO-2,West Virginia,06:04.0,22,37.1,22:37.1,NA,2024_Big_12_Conference_Cross_Country_Championship,22.618333333333332,6
102,Brooklyn Hanania,FR-1,Arizona,06:04.4,22,38.9,22:38.9,84,2024_Big_12_Conference_Cross_Country_Championship,22.648333333333333,6
103,Ann Claire Cop,FR-1,Houston,06:04.6,22,39.6,22:39.6,85,2024_Big_12_Conference_Cross_Country_Championship,22.66,6
104,Ava Santora,FR-1,TCU,06:05.0,22,40.8,22:40.8,86,2024_Big_12_Conference_Cross_Country_Championship,22.68,6
105,Laina Friedmann,FR-1,Arizona,06:05.9,22,44.3,22:44.3,87,2024_Big_12_Conference_Cross_Country_Championship,22.738333333333333,6
106,Madelyn Hunter,FR-1,Houston,06:06.2,22,45.3,22:45.3,88,2024_Big_12_Conference_Cross_Country_Championship,22.755,6
107,Ava Quattrocchi,FR-1,UCF,06:06.6,22,47.1,22:47.1,89,2024_Big_12_Conference_Cross_Country_Championship,22.785,6
108,Mia Heine,FR-1,Cincinnati,06:07.6,22,50.6,22:50.6,90,2024_Big_12_Conference_Cross_Country_Championship,22.843333333333334,6
109,Jordan Ledington,SR-4,Baylor,06:08.7,22,54.7,22:54.7,91,2024_Big_12_Conference_Cross_Country_Championship,22.911666666666665,6
110,Eden Schwarz,SR-4,Kansas,06:08.8,22,55.0,22:55.0,92,2024_Big_12_Conference_Cross_Country_Championship,22.916666666666668,6
111,Gabby Martin,JR-3,TCU,06:09.6,22,58.2,22:58.2,93,2024_Big_12_Conference_Cross_Country_Championship,22.97,6
112,Laura Holansky,SO-2,Arizona,06:09.8,22,58.9,22:58.9,94,2024_Big_12_Conference_Cross_Country_Championship,22.981666666666666,6
113,Aubrie Custer,SO-2,West Virginia,06:10.1,23,00.0,23:00.0,NA,2024_Big_12_Conference_Cross_Country_Championship,23,6
114,Kate Selover,SO-2,TCU,06:10.2,23,00.5,23:00.5,95,2024_Big_12_Conference_Cross_Country_Championship,23.008333333333333,6
115,Rosanna Pugh,SO-2,Baylor,06:10.3,23,00.5,23:00.5,96,2024_Big_12_Conference_Cross_Country_Championship,23.008333333333333,6
116,Emmy Stoll,FR-1,TCU,06:10.4,23,01.0,23:01.0,97,2024_Big_12_Conference_Cross_Country_Championship,23.016666666666666,6
117,Riley Ries,SO-2,Texas Tech,06:10.5,23,01.5,23:01.5,NA,2024_Big_12_Conference_Cross_Country_Championship,23.025,6
118,Alisa Lyesina,SR-4,Arizona,06:10.6,23,01.8,23:01.8,98,2024_Big_12_Conference_Cross_Country_Championship,23.03,6
119,Julia Shimel,FR-1,Houston,06:10.6,23,01.9,23:01.9,99,2024_Big_12_Conference_Cross_Country_Championship,23.031666666666666,6
120,Kara Mickelson,JR-3,Arizona,06:10.8,23,02.6,23:02.6,100,2024_Big_12_Conference_Cross_Country_Championship,23.043333333333333,6
121,Amanda Cooper,SO-2,Cincinnati,06:12.9,23,10.5,23:10.5,101,2024_Big_12_Conference_Cross_Country_Championship,23.175,6
122,Laya Erickson,FR-1,Kansas,06:13.6,23,12.9,23:12.9,NA,2024_Big_12_Conference_Cross_Country_Championship,23.215,6
123,Anna Garner,SR-4,Baylor,06:14.0,23,14.6,23:14.6,102,2024_Big_12_Conference_Cross_Country_Championship,23.243333333333332,6
124,Sara Crociani,FR-1,Arizona,06:14.9,23,17.8,23:17.8,103,2024_Big_12_Conference_Cross_Country_Championship,23.296666666666667,6
125,Jordan White,SO-2,TCU,06:15.2,23,18.9,23:18.9,NA,2024_Big_12_Conference_Cross_Country_Championship,23.315,6
126,Alaina Zamorano,SR-4,Baylor,06:15.8,23,21.0,23:21.0,104,2024_Big_12_Conference_Cross_Country_Championship,23.35,6
127,Abigail Street,SO-2,Kansas,06:16.3,23,23.3,23:23.3,NA,2024_Big_12_Conference_Cross_Country_Championship,23.388333333333332,6
128,Peyten Woodruff,JR-3,TCU,06:16.6,23,24.3,23:24.3,NA,2024_Big_12_Conference_Cross_Country_Championship,23.405,6
129,Kat Helmer,SO-2,Baylor,06:18.2,23,30.2,23:30.2,NA,2024_Big_12_Conference_Cross_Country_Championship,23.503333333333334,6
130,Savannah Dennison,SO-2,Cincinnati,06:20.3,23,37.9,23:37.9,105,2024_Big_12_Conference_Cross_Country_Championship,23.631666666666668,6
131,Alexa Rios,JR-3,Kansas State,06:21.8,23,43.4,23:43.4,106,2024_Big_12_Conference_Cross_Country_Championship,23.723333333333333,6
132,Kylie Miller,SR-4,Arizona State,06:25.8,23,58.5,23:58.5,107,2024_Big_12_Conference_Cross_Country_Championship,23.975,6
133,Elena Horn,SO-2,Cincinnati,06:26.3,24,00.2,24:00.2,NA,2024_Big_12_Conference_Cross_Country_Championship,24.003333333333334,6
134,Josey Whitaker,SO-2,TCU,06:27.1,24,03.4,24:03.4,NA,2024_Big_12_Conference_Cross_Country_Championship,24.05666666666667,6
135,Sage Patzer,SO-2,Arizona,06:29.3,24,11.7,24:11.7,108,2024_Big_12_Conference_Cross_Country_Championship,24.195,6
136,Clara Diepenbrock,FR-1,Baylor,06:32.0,24,21.7,24:21.7,NA,2024_Big_12_Conference_Cross_Country_Championship,24.361666666666668,6
137,Jordan Lee,FR-1,Arizona State,06:39.3,24,48.9,24:48.9,109,2024_Big_12_Conference_Cross_Country_Championship,24.815,6
138,Kate Miller,JR-3,Arizona State,06:43.6,25,04.9,25:04.9,110,2024_Big_12_Conference_Cross_Country_Championship,25.081666666666667,6
139,Ashley Tarasenko,FR-1,Arizona State,06:58.5,26,00.5,26:00.5,111,2024_Big_12_Conference_Cross_Country_Championship,26.008333333333333,6
1,Doris Lemngole,SO-2,Alabama,05:11.4,19,21.0,19:21.0,1,2024_NCAA_Division_I_Cross_Country_Championships,19.35,6
2,Pamela Kosgei,FR-1,New Mexico,05:13.2,19,27.8,19:27.8,2,2024_NCAA_Division_I_Cross_Country_Championships,19.463333333333335,6
3,Hilda Olemomoi,JR-3,Florida,05:13.4,19,28.7,19:28.7,3,2024_NCAA_Division_I_Cross_Country_Championships,19.47833333333333,6
4,Amy Bunnage,SO-2,Stanford,05:14.1,19,31.1,19:31.1,4,2024_NCAA_Division_I_Cross_Country_Championships,19.518333333333334,6
5,Grace Hartman,SO-2,NC State,05:16.3,19,39.5,19:39.5,5,2024_NCAA_Division_I_Cross_Country_Championships,19.658333333333335,6
6,Ceili McCabe,SR-4,West Virginia,05:16.8,19,41.2,19:41.2,6,2024_NCAA_Division_I_Cross_Country_Championships,19.686666666666667,6
7,Paityn Noe,SO-2,Arkansas,05:17.1,19,42.3,19:42.3,7,2024_NCAA_Division_I_Cross_Country_Championships,19.705,6
8,Hannah Gapes,SO-2,NC State,05:17.2,19,42.7,19:42.7,8,2024_NCAA_Division_I_Cross_Country_Championships,19.711666666666666,6
9,Chloe Thomas,SR-4,Connecticut,05:17.4,19,43.5,19:43.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.725,6
10,Kimberley May,SR-4,Providence,05:17.8,19,45.1,19:45.1,9,2024_NCAA_Division_I_Cross_Country_Championships,19.751666666666665,6
11,Juliet Cherubet,SO-2,Texas Tech,05:18.4,19,47.3,19:47.3,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.788333333333334,6
12,Caroline Jeptanui,FR-1,Tulane,05:18.5,19,47.6,19:47.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.793333333333333,6
13,Silan Ayyildiz,SR-4,Oregon,05:18.7,19,48.2,19:48.2,10,2024_NCAA_Division_I_Cross_Country_Championships,19.803333333333335,6
14,Lexy Halladay-Lowry,SR-4,BYU,05:18.7,19,48.4,19:48.4,11,2024_NCAA_Division_I_Cross_Country_Championships,19.806666666666665,6
15,Sadie Sigfstead,JR-3,Villanova,05:18.9,19,49.0,19:49.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.816666666666666,6
16,Rachel Forsyth,FR-1,Michigan State,05:18.9,19,49.1,19:49.1,12,2024_NCAA_Division_I_Cross_Country_Championships,19.818333333333335,6
17,Joy Naukot,FR-1,West Virginia,05:19.2,19,50.3,19:50.3,13,2024_NCAA_Division_I_Cross_Country_Championships,19.838333333333335,6
18,Margot Appleton,SR-4,Virginia,05:19.4,19,51.0,19:51.0,14,2024_NCAA_Division_I_Cross_Country_Championships,19.85,6
19,Florence Caron,JR-3,Penn State,05:19.5,19,51.2,19:51.2,15,2024_NCAA_Division_I_Cross_Country_Championships,19.85333333333333,6
20,Alex Millard,SR-4,Providence,05:19.6,19,51.5,19:51.5,16,2024_NCAA_Division_I_Cross_Country_Championships,19.858333333333334,6
21,Brenda Jepchirchir,FR-1,Auburn,05:19.7,19,51.9,19:51.9,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.865,6
22,Aliandrea Upshaw,SR-4,Northern Arizona,05:20.2,19,53.8,19:53.8,17,2024_NCAA_Division_I_Cross_Country_Championships,19.89666666666667,6
23,Chloe Scrimgeour,SR-4,Georgetown,05:20.2,19,53.8,19:53.8,18,2024_NCAA_Division_I_Cross_Country_Championships,19.89666666666667,6
24,Shannon Flockhart,SR-4,Providence,05:20.3,19,54.2,19:54.2,19,2024_NCAA_Division_I_Cross_Country_Championships,19.903333333333332,6
25,Maddy Elmore,SR-4,Oregon,05:20.6,19,55.4,19:55.4,20,2024_NCAA_Division_I_Cross_Country_Championships,19.923333333333332,6
26,Phoebe Anderson,SR-4,Columbia,05:20.8,19,56.0,19:56.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.933333333333334,6
27,Taryn Parks,SR-4,North Carolina,05:21.0,19,57.0,19:57.0,21,2024_NCAA_Division_I_Cross_Country_Championships,19.95,6
28,Laura Pellicoro,SR-4,Portland,05:21.3,19,57.9,19:57.9,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.965,6
29,Brenda Tuwei,SO-2,Alabama,05:21.5,19,58.8,19:58.8,22,2024_NCAA_Division_I_Cross_Country_Championships,19.98,6
30,Judy Chepkoech,FR-1,Arizona State,05:21.6,19,59.0,19:59.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,19.983333333333334,6
31,Riley Chamberlain,JR-3,BYU,05:21.7,19,59.4,19:59.4,23,2024_NCAA_Division_I_Cross_Country_Championships,19.99,6
32,Anika Thompson,SR-4,Oregon,05:22.0,20,00.6,20:00.6,24,2024_NCAA_Division_I_Cross_Country_Championships,20.01,6
33,Sophia Kennedy,SO-2,Stanford,05:22.0,20,00.6,20:00.6,25,2024_NCAA_Division_I_Cross_Country_Championships,20.01,6
34,Sarah Tait,SR-4,West Virginia,05:22.1,20,00.9,20:00.9,26,2024_NCAA_Division_I_Cross_Country_Championships,20.015,6
35,Mercy Kirarei,FR-1,New Mexico,05:22.2,20,01.3,20:01.3,27,2024_NCAA_Division_I_Cross_Country_Championships,20.02166666666667,6
36,Elise Stearns,SR-4,Northern Arizona,05:22.3,20,01.8,20:01.8,28,2024_NCAA_Division_I_Cross_Country_Championships,20.03,6
37,Erin Strzelecki,SR-4,Notre Dame,05:22.6,20,02.9,20:02.9,29,2024_NCAA_Division_I_Cross_Country_Championships,20.048333333333332,6
38,Brynn Brown,SR-4,North Carolina,05:22.7,20,03.2,20:03.2,30,2024_NCAA_Division_I_Cross_Country_Championships,20.053333333333335,6
39,Carmen Alder,JR-3,BYU,05:22.8,20,03.6,20:03.6,31,2024_NCAA_Division_I_Cross_Country_Championships,20.06,6
40,Leah Jeruto,FR-1,Oklahoma,05:23.1,20,04.6,20:04.6,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.076666666666668,6
41,Mia Cochran,JR-3,Arkansas,05:23.2,20,04.9,20:04.9,32,2024_NCAA_Division_I_Cross_Country_Championships,20.081666666666667,6
42,Vera Sjoberg,JR-3,Boston University,05:23.2,20,05.0,20:05.0,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.083333333333332,6
43,Taylor Rohatinsky,SO-2,BYU,05:23.6,20,06.5,20:06.5,33,2024_NCAA_Division_I_Cross_Country_Championships,20.108333333333334,6
44,Annastasia Peters,SO-2,Utah,05:24.0,20,08.0,20:08.0,34,2024_NCAA_Division_I_Cross_Country_Championships,20.133333333333333,6
45,Rosina Machu,SR-4,Gonzaga,05:24.0,20,08.2,20:08.2,35,2024_NCAA_Division_I_Cross_Country_Championships,20.136666666666667,6
46,Silvia Jelego,FR-1,Clemson,05:24.1,20,08.5,20:08.5,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.141666666666666,6
47,Zenah Cheptoo,FR-1,Washington St.,05:24.2,20,08.8,20:08.8,NA,2024_NCAA_Division_I_Cross_Country_Championships,20.14666666666667,6
48,Ali Weimer,JR-3,Minnesota,05:24.7,20,10.5,20:10.5,36,2024_NCAA_Division_I_Cross_Country_Championships,20.175,6
49,Lucy Jenks,SR-4,Georgetown,05:24.9,20,11.4,20:11.4,37,2024_NCAA_Division_I_Cross_Country_Championships,20.19,6
50,Brooke Rauber,JR-3,NC State,05:25.2,20,12.4,20:12.4,38,2024_NCAA_Division_I_Cross_Country_Championships,20.206666666666667,6
